publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Biometrika	0006-3444	1464-3510	1923	15	3-4	1923	15	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%233731383733373534				fulltext		
Biometrika	0006-3444	1464-3510	1925	17	1-2	1925	17	1-2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%233731383733373534				fulltext		
Biometrika	0006-3444	1464-3510	1927	19	1-2	1928	20B	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%233731383733373534				fulltext		
Biometrika	0006-3444	1464-3510	1931	22	3-4	1935	27	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%233731383733373534				fulltext		
Biometrika	0006-3444	1464-3510	1939	30	3-4	1942	32	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%233731383733373534				fulltext		
Biometrika	0006-3444	1464-3510	1944	33	2	1995	82	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%233731383733373534				fulltext		
Books Abroad	0196-3570		1927	1	1	1976	50	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333383332323531363132				fulltext		
Brain	0006-8950	1460-2156	1878	1	1	1995	118	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331393133313034373733				fulltext		
Brill's Annual of Afroasiatic Languages and Linguistics	1876-6633	1877-6930	2009	1	1	2009	1	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331303033363537393139				fulltext		
British Journal of Anaesthesia	0007-0912	1471-6771	1923	1	1	1995	74	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332393539343830373531				fulltext		
British Journal of Anaesthetic and Recovery Nursing	1742-6456	1744-2192	2000	1	1	2004	5	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334323439333738343437				fulltext		
British Journal of Applied Physics	0508-3443		1950	1	1	1967	18	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2331333937323037373835				fulltext		
British Journal of Criminology	0007-0955	1464-3529	1960	1	1	1995	35	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332333434343738383632				fulltext		
British Journal of International Studies	0305-8026		1975	1	1	1980	6	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331323639383135353233				fulltext		
British Journal of Music Education	0265-0517	1469-2104	1984	1	1	1998	15	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333373639353938343632				fulltext		
British Journal of Nutrition	0007-1145	1475-2662	1947	1	1	2006	96	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333393439323832393638				fulltext		
British Journal of Political Science	0007-1234	1469-2112	1971	1	1	1996	26	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23353437313733393534				fulltext		
British Journal of Psychology	0007-1269		1904	1	1	1920	10	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23373933303632343138				fulltext		
British Journal of Psychology	0007-1269		1953	44	1	1995	86	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23373933303632343138				fulltext		
British Journal of Psychology. General Section	0373-2460		1920	11	1	1952	43	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23343231373731333231				fulltext		
British Journal of Rheumatology	1462-0324	1462-0332	1992	31	2	1992	31	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333303135393833303931				fulltext		
British Journal of Social Work	0045-3102	1468-263X	1971	1	1	1995	25	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332373135363432343831				fulltext		
British Medical Bulletin	0007-1420	1471-8391	1943	1	1	1995	51	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333333739393134313330				fulltext		
Building Research & Information	0961-3218	1466-4321	1991	19	1	1996	24	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2332343634333730323638				fulltext		
Building Research and Practice	0306-9931		1973	1	1	1974	2	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2331313435343637393937				fulltext		
Bulletin of Entomological Research	0007-4853	1475-2670	1910	1	2	1998	88	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331373732363937353134				fulltext		
Bulletin of the Australian Mathematical Society	0004-9727	1755-1633	1969	1	1	2007	76	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23323636323331353234				fulltext		
Bulletin of the British Society for the History of Science	0950-5636		1949	1	S1	1958	2	19	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331303134393837373338				fulltext		
Bulletin of the British Society for the History of Science	0950-5636		1961	2	20	1961	2	20	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331303134393837373338				fulltext		
Bulletin of the History of Medicine	0007-5140		1939	7		1995	69	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332373637363034343731				fulltext		
Bulletin of the International Institute of Social History	0921-254X		1937	1	1	1940	4	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331383532353334323339				fulltext		
Bulletin of the International Institute of Social History	0921-254X		1950	5	1	1955	10	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331383532353334323339				fulltext		
Bulletin of the School of Oriental and African Studies	0041-977X	1474-0699	1917	1	1	1918	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23323331343931303834				fulltext		
Bulletin of the School of Oriental and African Studies	0041-977X	1474-0699	1920	1	3	1940	10	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23323331343931303834				fulltext		
Bulletin of the School of Oriental and African Studies	0041-977X	1474-0699	1942	10	4	2000	63	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23323331343931303834				fulltext		
California Studies in Classical Antiquity	0278-6656		1969	2		1969	2		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332343237323535323439				fulltext		
California Studies in Classical Antiquity	0278-6656		1971	4		1972	5		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332343237323535323439				fulltext		
California Studies in Classical Antiquity	0278-6656		1974	6		1974	6		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332343237323535323439				fulltext		
California Studies in Classical Antiquity	0278-6656		1978	10		1979	11		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332343237323535323439				fulltext		
California Studies in Classical Antiquity	0278-6656		1981	12		1981	12		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332343237323535323439				fulltext		
Cambridge Archaeological Journal	0959-7743	1474-0540	1991	1	1	1999	9	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331343938333430323930				fulltext		
Cambridge Journal of Economics	0309-166X	1464-3545	1977	1	1	1995	19	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303539363233353335				fulltext		
Cambridge Opera Journal	0954-5867	1474-0621	1989	1	1	1999	11	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331353735383835383736				fulltext		
Cambridge Quarterly of Healthcare Ethics	0963-1801	1469-2147	1992	1	1	1997	6	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23383430353430363734				fulltext		
Camden Fifth Series	0960-1163	1478-5110	1993	1		2002	21		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334303430383136393236				fulltext		
Camden Fourth Series	0068-6905		1964	1		1969	7		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343137353538333932				fulltext		
Camden Fourth Series	0068-6905		1971	8		1980	25		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343137353538333932				fulltext		
Camden Fourth Series	0068-6905		1982	26		1984	30		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343137353538333932				fulltext		
Camden Fourth Series	0068-6905		1986	31		1992	44		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333343137353538333932				fulltext		
Camden New Series	2042-1702	2042-1702	1872	1		1879	25		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331353534353938363233				fulltext		
Camden New Series	2042-1702	2042-1702	1881	26		1892	51		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331353534353938363233				fulltext		
Camden New Series	2042-1702	2042-1702	1894	52		1901	62		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331353534353938363233				fulltext		
Camden Old Series	2042-1699	2042-1699	1838	1		1865	91		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333393932373536353934				fulltext		
Camden Old Series	2042-1699	2042-1699	1867	92		1872	106		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333393932373536353934				fulltext		
Camden Third Series	2042-1710	2042-1710	1900	1		1900	2		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1902	3		1917	28		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1919	29		1920	31		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1922	32		1922	33		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1924	34		1942	66		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1944	67		1945	69		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1948	79		1954	87		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1956	88		1958	90		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Camden Third Series	2042-1710	2042-1710	1961	91		1963	94		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%233830333732343639				fulltext		
Canadian Journal of History/Annales canadiennes d'histoire	0008-4107		1966	1	1	1995	30	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2334303238393537343339				fulltext		
Canadian Journal of Political Science	0008-4239	1744-9324	1968	1	1	1999	32	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331323636303333393332				fulltext		
Canadian-American Slavic Studies	0090-8290	2210-2396	2000	34	1	2009	43	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332393731373234343737				fulltext		
Carcinogenesis	0143-3334	1460-2180	1980	1	1	1995	16	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332353736333139343839				fulltext		
Cardiology in the Young	1047-9511	1467-1107	1991	1	1	2000	10	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332323535353333383431				fulltext		
cardiovascres		1755-3245	1967	1	1	1969	3	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353839333939323637				fulltext		
Cardiovascular Research		1755-3245	1970	4	1	1995	30	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331333234343937313531				fulltext		
Catholic Historical Review	0008-8080		1915	1		1995	81	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2334303534363234363739				fulltext		
Central European History	0008-9389	1569-1616	1968	1	1	1999	32	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334323730343237353435				fulltext		
Cerebral Cortex	1047-3211	1460-2199	1991	1	1	1995	5	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353137313235373730				fulltext		
Chemical Communications	1359-7345		1998	998	018	1998	998	018	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333383839353132313735				fulltext		
Chemical Communications	1359-7345		2001		016	2001		016	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333383839353132313735				fulltext		
Chemical Communications (London)	0009-241X		1968			1968		24	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333363735333733323831				fulltext		
Chemical Communications Cambridge	1359-7345	1364-548X	1996			1996			https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333343531303530353031				fulltext		
Chemical Communications Cambridge	1359-7345	1364-548X	2000	000	1	2007		15	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333343531303530353031				fulltext		
Chemical Senses	0379-864X	1464-3553	1974	1	1	1995	20	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332323033363430333637				fulltext		
Chemical Society Reviews	0306-0012	1460-4744	1972	1		2007	36	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2334323534343031363138				fulltext		
Chicago Review	0009-3696			2	4		2	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333343038303133373031				fulltext		
Chicago Review	0009-3696		1946	1	1	1986	35	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333343038303133373031				fulltext		
Chicago Review	0009-3696		1988	36	1	1990	37	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333343038303133373031				fulltext		
Chicago Review	0009-3696		1992	37	4	1995	41	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333343038303133373031				fulltext		
Church History	0009-6407	1755-2613	1932	1	1	2003	72	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334303831323433393630				fulltext		
Church History and Religious Culture	1871-241X	1871-2428	2006	86	1-4	2009	89	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333343638333038303832				fulltext		
Church History: Studies in Christianity and Culture	0009-6407	1755-2613	1934	3	1	1938	7	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23353537393439333733				fulltext		
Church History: Studies in Christianity and Culture	0009-6407	1755-2613	1942	11	4	1943	12	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23353537393439333733				fulltext		
Church History: Studies in Christianity and Culture	0009-6407	1755-2613	1945	14	3	1950	19	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23353537393439333733				fulltext		
