publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Polar Record	0032-2474	1475-3057	1931	1	1	2002	38	207	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/POL.html				fulltext			
Political Analysis	1047-1987	1476-4989	1989	1	1	1993	5	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/polana.html				fulltext			
Popular Music	0261-1430	1474-0095	1987	6	1	1999	18	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PMU.html				fulltext			
Probability in the Engineering and Informational Sciences	0269-9648	1469-8951	1987	1	1	1998	12	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PES.html				fulltext			
Proceedings of the Analytical Division of the Chemical Society	0306-1396		1975	12	1	1979	16	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/AD.html				fulltext			
Proceedings of the Chemical Society	0369-8718		1957		September	1964		December	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/PS.html				fulltext			
Proceedings of the Chemical Society, London	0369-8718		1885	1	1	1914	30	436	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/PL.html				fulltext			
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1883	1		1898	17		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PEM.html				fulltext			
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1900	18		1907	26		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PEM.html				fulltext			
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1909	27		1925	44		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PEM.html				fulltext			
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1927	1	1	1942	7	1	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PEM.html				fulltext			
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1945	7	2	1950	8	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PEM.html				fulltext			
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1953	9	1	1954	10	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PEM.html				fulltext			
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1956	9	3	1998	41	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PEM.html				fulltext			
Proceedings of the ICE - Civil Engineering		1751-7672	1992	92	1	2000	138	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xcien.html				fulltext			
Proceedings of the ICE - Civil Engineering			2001	144	1	2001	144	6	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xcien.html				fulltext			
Proceedings of the ICE - Geotechnical Engineering	1353-2618		2001	149	1	2001	149	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xgeng.html				fulltext			
Proceedings of the ICE - Geotechnical Engineering	1353-2618	1751-8563	1994	107	1	1998	131	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xgeng.html				fulltext			
Proceedings of the ICE - Municipal Engineer	0965-0903		2001	145	1	2001	145	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xmuen.html				fulltext			
Proceedings of the ICE - Municipal Engineer	0965-0903	1751-7699	1992	93	1	2000	139	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xmuen.html				fulltext			
Proceedings of the ICE - Structures and Buildings	0965-0911		2001	146	1	2001	146	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xstbu.html				fulltext			
Proceedings of the ICE - Structures and Buildings	0965-0911	1751-7702	1992	94	1	2000	140	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xstbu.html				fulltext			
Proceedings of the ICE - Transport		1751-7710	1992	95	1	2000	141	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xtran.html				fulltext			
Proceedings of the ICE - Transport			2001	147	3	2001	147	3	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xtran.html				fulltext			
Proceedings of the ICE - Water and Maritime Engineering	1472-4561		2001	148	4	2001	148	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xwama.html				fulltext			
Proceedings of the ICE - Water and Maritime Engineering	1472-4561		2001	148	1	2001	148	3	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xwama.html				fulltext			
Proceedings of the ICE - Water and Maritime Engineering	1472-4561	1753-7800	2000	142	1	2000	142	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/xwama.html				fulltext			
Proceedings of the ICE - Water Maritime and Energy		1753-7819	1992	96	1	1999	136	4	http://www.jiscjournalarchives.ac.uk/browse/ice/titles/iwtme.html				fulltext			
Proceedings of the Institute of Chemistry of Great Britain and Ireland	0368-3958		1877	1		1919	43		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/PG.html				fulltext			
Proceedings of the Malacological Society of London	0260-1230	1464-3766	1893	1	1	1995	61	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/mollus.html				fulltext			
Proceedings of the Nutrition Society	0029-6651	1475-2719	1944	1	1-2	1947	5	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PNS.html				fulltext			
Proceedings of the Nutrition Society	0029-6651	1475-2719	1953	12	1	2006	65	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PNS.html				fulltext			
Proceedings of the Physical Society	0959-5309		1926	39	1	1948	61	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0370-1328.html				fulltext			
Proceedings of the Physical Society	0370-1328		1958	71	1	1967	92	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0370-1328.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1874	1	1	1875	2	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1879	3	1	1880	4	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1882	5	1	1882	5	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1884	6	1	1888	10	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1890	11	1	1890	11	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1892	12	1	1892	12	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1894	13	1	1897	16	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1899	17	1	1899	17	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1901	18	1	1903	19	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1906	20	1	1907	21	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society of London	1478-7814		1909	22	1	1925	38	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1478-7814.html				fulltext			
Proceedings of the Physical Society. Section A	0370-1298		1949	62	1	1957	70	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0370-1298.html				fulltext			
Proceedings of the Physical Society. Section B	0370-1301		1949	62	1	1957	70	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0370-1301.html				fulltext			
Proceedings of the Society for Analytical Chemistry	0037-9697		1964	1	1	1974	11	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/SA.html				fulltext			
Protein Engineering Design and Selection	1741-0126	1741-0134	1986	1	1	1995	8	12	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/proeng.html				fulltext			
Psychological Medicine	0033-2917	1469-8978	1970	1	1	1996	26	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PSM.html				fulltext			
Psychological Medicine. Monograph Supplement	0264-1801		1982	1		1993	24		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PMS.html				fulltext			
Public Health Nutrition	1368-9800	1475-2727	1998	1	1	2006	9	8A	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/PHN.html				fulltext			
Public Interest	0033-3557		1965		1	1995		121	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/g035.html				fulltext			
Public Opinion Quarterly		1537-5331	1937	1	1	1995	59	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/pubopq.html				fulltext			
Publius	0048-5950	1747-7107	1971	1	1	1995	25	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/publius.html				fulltext			
Pure and Applied Optics: Journal of the European Optical Society Part A	0963-9659		1992	1	1	1998	7	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0963-9659.html				fulltext			
QJM	1460-2725	1460-2393	1907	os1	1	1913	os6	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/qjmed.html				fulltext			
QJM	1460-2725	1460-2393	1932	1	1	1995	88	12	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/qjmed.html				fulltext			
Quaerendo	0014-9527	1570-0690	1971	1	1	2008	38	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00149527.html				fulltext			
Quantum and Semiclassical Optics: Journal of the European Optical Society Part B	1355-5111		1995	7	1	1998	10	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1355-5111.html				fulltext			
Quantum Optics: Journal of the European Optical Society Part B	0954-8998		1989	1	1	1994	6	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0954-8998.html				fulltext			
Quarterly Journal of the Chemical Society	1743-6893		1849	1	1	1862	14		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/QJ.html				fulltext			
Quarterly Review of the Chemical Society	0009-2681		1947	1	1	1971	25	1	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/QR.html				fulltext			
Quarterly Reviews of Biophysics	0033-5835	1469-8994	1968	1	1	1985	18	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/QRB.html				fulltext			
Quarterly Reviews of Biophysics	0033-5835	1469-8994	1987	19	1-2	1996	29	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/QRB.html				fulltext			
Radiation Protection Dosimetry	0144-8420	1742-3406	1981	1	1	1995	62	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/rpd.html				fulltext			
ReCALL	0958-3440	1474-0109	1989	1	1	1999	11	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/REC.html				fulltext			
Refugee Survey Quarterly	1020-4067		1982	1	1	1995	14	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/refqtl.html				fulltext			
Regional Studies	0034-3404	1360-0591	1967	1	1	1996	30	8	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cres20.html				fulltext			
Religion and the Arts	1079-9265	1568-5292	1996	1	1	1996	1	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/10799265.html				fulltext			
Religion and the Arts	1079-9265	1568-5292	1998	2	1	2008	12	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/10799265.html				fulltext			
Religion and Theology	1023-0807	1574-3012	1994	1	1	2004	11	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/10230807.html				fulltext			
Religion and Theology	1023-0807	1574-3012	2006	12	3	2008	15	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/10230807.html				fulltext			
Religious Studies	0034-4125		1965	1	1	1996	32	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RES.html				fulltext			
Renascence	0034-4346			17	2		40	2	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1190.html				fulltext			
Renascence	0034-4346		1948	1	1	1996	48	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1190.html				fulltext			
Reports on Progress in Physics	0034-4885		1934	1	1	1942	9	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0034-4885.html				fulltext			
Reports on Progress in Physics	0034-4885		1944	10	1	1944	10	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0034-4885.html				fulltext			
Reports on Progress in Physics	0034-4885		1947	11	1	1947	11	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0034-4885.html				fulltext			
Reports on Progress in Physics	0034-4885		1949	12	1	1998	61	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0034-4885.html				fulltext			
Reproductive Medicine Review	0962-2799	1469-9028	1992	1	1	1997	6	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RMR.html				fulltext			
Research in Phenomenology	0085-5553	1569-1640	1971	1	1	2008	38	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00855553.html				fulltext			
Research on Chemical Intermediates	0922-6168	1568-5675	1989	11	2	1999	25	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09226168.html				fulltext			
Research on Chemical Intermediates	0922-6168	1568-5675	2001	27	1	2008	34	8	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09226168.html				fulltext			
Review of Central and East European Law	0925-9880	1573-0352	1976	2	1	1980	6	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09259880.html				fulltext			
Review of Central and East European Law	0925-9880	1573-0352	1992	18	1	2008	33	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09259880.html				fulltext			
Review of Financial Studies	0893-9454	1465-7368	1988	1	1	1995	8	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/revfin.html				fulltext			
Review of International Studies	0260-2105	1469-9044	1975	1	1	1996	22	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RIS.html				fulltext			
Review of Metaphysics	0034-6632		1947	1		1991	44	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1193.html				fulltext			
Review of Physics in Technology	0034-6683		1970	1	1	1972	3	3	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0034-6683.html				fulltext			
Review of Rabbinic Judaism	1568-4857	1570-0704	1998	1	1	2008	11	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/15684857.html				fulltext			
Reviews in Clinical Gerontology	0959-2598	1469-9036	1991	1	1	1996	6	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RCG.html				fulltext			
Revista Internacional de la Cruz Roja			1976	1	1	1998	23	148	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RCS.html				fulltext			
Robotica	0263-5747	1469-8668	1983	1	1	1996	14	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ROB.html				fulltext			
Romance Philology	0035-8002		1947	1		1996	49	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3227.html				fulltext			
Royal Institute of Chemistry Reviews	0035-8940		1968	1	1	1971	4	2	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/RR.html				fulltext			
Rural History	0956-7933	1474-0656	1990	1	1	2001	12	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RUH.html				fulltext			
SAIS Review	0036-0775		1959	3	2	1975	19	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/z244.html				fulltext			
SAIS Review	0036-0775		1981	1	1	1995	15	2	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/z244.html				fulltext			
Scandinavian Housing and Planning Research	0281-5737		1984	1	1	1996	13	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/shou19.html				fulltext			
Science in Context	0269-8897	1474-0664	1987	1	1	1989	3	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SIC.html				fulltext			
Science in Context	0269-8897	1474-0664	1991	4	1	2000	13	3-4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SIC.html				fulltext			
Scottish Geographical Magazine	0036-9225		1885	1	1-3	1996	112	3	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/rsgj19.html				fulltext			
Scottish Journal of Theology	0036-9306	1475-3065	1948	1	1	2001	54	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SJT.html				fulltext			
Screen	0036-9546	1460-2474	1969	10	1	1980	21	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/screen.html				fulltext			
Screen	0036-9546	1460-2474	1982	23	1	1995	36	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/screen.html				fulltext			
Seed Science Research	0960-2585	1475-2735	1991	1	1	1998	8	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SSR.html				fulltext			
Selected Annual Reviews of the Analytical Sciences	0300-9963		1971	1		1974	4		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/AS.html				fulltext			
Semiconductor Science and Technology	0268-1242		1986	1	1	1998	13	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0268-1242.html				fulltext			
Sloan Management Review			1991	33	1	1995	36	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/m158.html				fulltext			
Smart Materials and Structures	0964-1726		1992	1	1	1998	7	6	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0964-1726.html				fulltext			
Social History of Medicine		1477-4666	1988	1	1	1995	8	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/sochis.html				fulltext			
Social Philosophy and Policy	0265-0525	1471-6437	1983	1	1	2001	18	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SOY.html				fulltext			
Social Politics: International Studies in Gender, State and Society	1072-4745	1468-2893	1994	1	1	1995	2	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/socpol.html				fulltext			
Social Research			1934	1	1	1960	27	1	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3313.html				fulltext			
Social Research			1991	58	1	1995	62	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3313.html				fulltext			
Social Service Review	0037-7961		1927	1	1	1995	69	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1205.html				fulltext			
Society and Animals	1063-1119	1568-5306	1993	1	1	2008	16	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/10631119.html				fulltext			
Southern Literary Journal	0038-4291		1968	1	1	1996	28	2	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/h323.html				fulltext			
Spatial Vision	0169-1015	1568-5683	1985	1	1	2008	21	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/01691015.html				fulltext			
Special Discussions of the Faraday Society	0370-9302		1970	1		1970	1		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/SD.html				fulltext			
Statute Law Review	0144-3593	1464-3863	1980	1	3	1995	16	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/stalaw.html				fulltext			
Studies in American Political Development		1469-8692	1986	1		1987	2		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SAP.html				fulltext			
Studies in American Political Development		1469-8692	1989	3		1997	11	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SAP.html				fulltext			
Studies in Philology	0039-3738		1906	1		1908	3		http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1221.html				fulltext			
Studies in Philology	0039-3738		1910	4		1913	11		http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1221.html				fulltext			
Studies in Philology	0039-3738		1915	12		1990	87	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1221.html				fulltext			
Studies in Romanticism	0039-3762		1961	1	1	1995	34	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b321.html				fulltext			
Studies in Second Language Acquisition	0272-2631	1470-1545	1978	1	1	1996	18	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/SLA.html				fulltext			
Studies in Short Fiction	0039-3789		1963	1	1	1995	32	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/d565.html				fulltext			
Superconductor Science and Technology	0953-2048		1988	1	1	1998	11	12	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0953-2048.html				fulltext			
Symposia of the Faraday Society	0430-0696		1967	1		1971	5		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/SF.html				fulltext			
Symposium; a Journal Devoted to Modern Foreign Languages and Literature	0039-7709		1946	1	1	1995	49	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/1222.html				fulltext			
Systematic Biology	0039-7989		1952	1	1	1995	44	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/sysbio.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1890	1	1	1918	19	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1920	20	1	1920	20	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1922	21	1	1925	24	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1927	25	1	1927	25	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1929	26	1	1934	31	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1936	32	1	1940	36	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1942	37	1	1942	37	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1950	39	1	1954	43	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1956	44	1	1960	48	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
T'oung Pao	0082-5433	1568-5322	1962	49	1	2007	93	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00825433.html				fulltext			
Teaching Mathematics and its Applications	0268-3679	1471-6976	1982	1	1	1995	14	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/teamat.html				fulltext			
Tempo	0040-2982	1478-2286	1939		1	1939		4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TEM.html				fulltext			
Tempo	0040-2982	1478-2286	1941		5	1941		5	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TEM.html				fulltext			
Tempo	0040-2982	1478-2286	1944		6	2002		222	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TEM.html				fulltext			
The Analyst	0003-2654	1364-5528	1876	1	1	2004	129	12	http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/AN.html				fulltext			
The British Journal for the History of Science	0007-0874		1962	1	1	2000	33	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/BJH.html				fulltext			
The British Journal for the Philosophy of Science	0007-0882	1464-3537	1966	17	2	1995	46	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/phisci.html				fulltext			
The British Journal of Aesthetics	0007-0904	1468-2842	1960	ONE	1	1995	35	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/aesthj.html				fulltext			
The Cambridge Law Journal	0008-1973	1469-2139	1921	1	1	1939	7	1	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/CLJ.html				fulltext			
The Cambridge Law Journal	0008-1973	1469-2139	1941	7	2	1997	56	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/CLJ.html				fulltext			
The Cambridge Quarterly		1471-6836	1965	I	1	1995	XXIV	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/camquj.html				fulltext			
The Classical Quarterly	0009-8388	1471-6844	1907	1	1	2000	50	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/CAQ.html				fulltext			
The Classical Review		1464-3561	1887	1	1	1933	47	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/CAR.html				fulltext			
The Classical Review		1464-3561	1951	1	1	1997	47	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/CAR.html				fulltext			
The English Historical Review	0013-8266	1477-4534	1886	I	I	1995	CX	439	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/enghis.html				fulltext			
The European Journal of Orthodontics	0141-5387	1460-2210	1979	1	1	1995	17	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/eortho.html				fulltext			
The European Journal of Public Health	1101-1262		1991	1	1	1995	5	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/eurpub.html				fulltext			
The Gerontologist	0016-9013	1758-5341	1961	1	1	1970	10	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/geront.html				fulltext			
The Gerontologist	0016-9013	1758-5341	1972	12	4	1995	35	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/geront.html				fulltext			
The Historical Journal		1469-5103	1958	1	1	1996	39	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/HIS.html				fulltext			
The International Journal of Children's Rights	0927-5568	1571-8182	1993	1	2	2008	16	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09275568.html				fulltext			
The International Journal of Marine and Coastal Law	0927-3522	1571-8085	1990	5	1	1990	5	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09273522.html				fulltext			
The International Journal of Marine and Coastal Law	0927-3522	1571-8085	1993	8	1	2008	23	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/09273522.html				fulltext			
The Journal of African History	0021-8537	1469-5138	1960	1	1	1996	37	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/AFH.html				fulltext			
The Journal of Agricultural Science	0021-8596	1469-5146	1905	1	1	1996	127	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/AGS.html				fulltext			
The Journal of Architecture	1360-2365	1466-4410	1996	1	1	1996	1	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/rjar20.html				fulltext			
The Journal of Ecclesiastical History	0022-0469	1469-7637	1950	1	1	1997	48	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ECH.html				fulltext			
The Journal of Economic History	0022-0507	1471-6372	1941	1	S1	2000	60	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JEH.html				fulltext			
The Journal of Laryngology & Otology	1755-1463	1748-5640							http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JLO.html				fulltext			
The Journal of Laryngology & Otology	1755-1463	1748-5640	1887	1	1	1946	61	12	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JLO.html				fulltext			
The Journal of Laryngology & Otology	1755-1463	1748-5640	1948	62	1	2005			http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JLO.html				fulltext			
The Journal of Medicine and Philosophy	0360-5310	1744-5019	1976	1	1	1995	20	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/jmp.html				fulltext			
The Journal of Modern African Studies		1469-7777	1963	1	1	1996	34	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/MOA.html				fulltext			
The Journal of Politics	0022-3816	1468-2508	1939	1	1	1999	61	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/JOP.html				fulltext			
The Journal of the Australian Mathematical Society. Series B. Applied Mathematics	1446-1811	1446-8735	1975	19	1	2008	49	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ANZ.html				fulltext			
The Journal of Theological Studies	0022-5185	1477-4607	1981	32	2	1981	32	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/theolj.html				fulltext			
The Journal of Theological Studies	0022-5185	1477-4607	1983	34	1	1995	46	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/theolj.html				fulltext			
